RowKey,Order ID,Order Date,Ship Date,Ship Mode,Profit,Quantity,Sales
4029,CA-2014-161480,2016-12-25 00:00:00,2016-12-29 00:00:00,Standard Class,4.80,2.00,191.98
4030,CA-2014-161557,2016-09-03 00:00:00,2016-09-08 00:00:00,Standard Class,-105.69,5.00,108.40
4031,CA-2014-161578,2016-12-16 00:00:00,2016-12-21 00:00:00,Second Class,14.36,7.00,172.26
4032,CA-2014-161592,2016-04-06 00:00:00,2016-04-10 00:00:00,Standard Class,-5.94,5.00,8.10
4033,CA-2014-161655,2016-05-13 00:00:00,2016-05-18 00:00:00,Second Class,149.76,9.00,299.52
4034,CA-2014-161739,2016-11-10 00:00:00,2016-11-15 00:00:00,Second Class,-427.45,5.00,341.96
4035,CA-2014-161774,2016-05-14 00:00:00,2016-05-15 00:00:00,First Class,36.71,16.00,1078.44
4036,CA-2014-161809,2016-01-21 00:00:00,2016-01-27 00:00:00,Standard Class,10.05,3.00,160.78
4037,CA-2014-161823,2016-09-03 00:00:00,2016-09-08 00:00:00,Standard Class,1.67,2.00,5.96
4038,CA-2014-161851,2016-04-15 00:00:00,2016-04-17 00:00:00,First Class,-11.94,3.00,15.57
4039,CA-2014-161893,2016-01-24 00:00:00,2016-01-28 00:00:00,Standard Class,8.38,4.00,100.92
4040,CA-2014-161956,2016-08-27 00:00:00,2016-08-29 00:00:00,Second Class,926.34,26.00,2971.79
4041,CA-2014-161970,2016-09-22 00:00:00,2016-09-27 00:00:00,Standard Class,12.68,5.00,30.90
4042,CA-2014-161984,2016-04-10 00:00:00,2016-04-15 00:00:00,Standard Class,7.16,3.00,14.77
4043,CA-2014-162012,2016-07-11 00:00:00,2016-07-18 00:00:00,Standard Class,288.32,10.00,1455.55
4044,CA-2014-162033,2016-03-26 00:00:00,2016-04-02 00:00:00,Standard Class,22.08,5.00,57.01
4045,CA-2014-162075,2016-03-18 00:00:00,2016-03-24 00:00:00,Standard Class,47.04,7.00,537.54
4046,CA-2014-162096,2016-11-10 00:00:00,2016-11-10 00:00:00,Same Day,2.11,3.00,7.80
4047,CA-2014-162173,2016-10-26 00:00:00,2016-11-01 00:00:00,Standard Class,173.88,12.00,608.43
4048,CA-2014-162250,2016-11-24 00:00:00,2016-11-24 00:00:00,Same Day,3.50,1.00,7.78
4049,CA-2014-162474,2016-03-13 00:00:00,2016-03-16 00:00:00,First Class,2.60,1.00,7.99
4050,CA-2014-162481,2016-09-25 00:00:00,2016-09-29 00:00:00,Standard Class,55.18,5.00,278.23
4051,CA-2014-162565,2016-12-11 00:00:00,2016-12-11 00:00:00,Same Day,-77.30,5.00,608.55
4052,CA-2014-162572,2016-09-25 00:00:00,2016-09-27 00:00:00,Second Class,36.92,11.00,130.57
4053,CA-2014-162635,2016-10-09 00:00:00,2016-10-10 00:00:00,First Class,3.52,4.00,10.82
4054,CA-2014-162691,2016-08-01 00:00:00,2016-08-07 00:00:00,Standard Class,-251.30,10.00,1476.27
4055,CA-2014-162712,2016-06-18 00:00:00,2016-06-20 00:00:00,Second Class,23.24,3.00,74.35
4056,CA-2014-162789,2016-09-22 00:00:00,2016-09-24 00:00:00,Second Class,175.34,10.00,1083.07
4057,CA-2014-162880,2016-12-25 00:00:00,2016-12-29 00:00:00,Standard Class,1.40,1.00,3.86
4058,CA-2014-162929,2016-11-19 00:00:00,2016-11-22 00:00:00,First Class,20.34,8.00,54.64
4059,CA-2014-162936,2016-08-18 00:00:00,2016-08-22 00:00:00,Standard Class,7.65,2.00,23.18
4060,CA-2014-162978,2016-05-04 00:00:00,2016-05-09 00:00:00,Standard Class,40.43,9.00,502.47
4061,CA-2014-163006,2016-06-30 00:00:00,2016-07-04 00:00:00,Second Class,-63.96,7.00,1584.87
4062,CA-2014-163020,2016-09-15 00:00:00,2016-09-19 00:00:00,Standard Class,12.09,7.00,35.56
4063,CA-2014-163069,2016-08-18 00:00:00,2016-08-21 00:00:00,Second Class,1.24,3.00,9.91
4064,CA-2014-163097,2016-08-27 00:00:00,2016-08-31 00:00:00,Standard Class,33.16,8.00,120.58
4065,CA-2014-163125,2016-10-09 00:00:00,2016-10-11 00:00:00,Second Class,-26.79,10.00,321.20
4066,CA-2014-163139,2016-12-01 00:00:00,2016-12-03 00:00:00,Second Class,19.70,11.00,259.44
4067,CA-2014-163160,2016-10-13 00:00:00,2016-10-16 00:00:00,First Class,-131.41,10.00,170.57
4068,CA-2014-163188,2016-11-07 00:00:00,2016-11-07 00:00:00,Same Day,19.08,9.00,38.16
4069,CA-2014-163209,2016-05-03 00:00:00,2016-05-07 00:00:00,Standard Class,19.10,11.00,48.88
4070,CA-2014-163265,2016-02-17 00:00:00,2016-02-22 00:00:00,Standard Class,-10.71,15.00,705.00
4071,CA-2014-163321,2016-08-07 00:00:00,2016-08-11 00:00:00,Second Class,22.00,1.00,79.99
4072,CA-2014-163335,2016-09-24 00:00:00,2016-09-27 00:00:00,First Class,27.88,10.00,79.00
4073,CA-2014-163405,2016-12-21 00:00:00,2016-12-25 00:00:00,Standard Class,3.50,5.00,12.51
4074,CA-2014-163510,2016-12-25 00:00:00,2016-12-28 00:00:00,Second Class,85.71,8.00,400.39
4075,CA-2014-163531,2016-06-26 00:00:00,2016-06-30 00:00:00,Standard Class,67.19,3.00,239.97
4076,CA-2014-163566,2016-08-03 00:00:00,2016-08-06 00:00:00,First Class,5.37,5.00,16.52
4077,CA-2014-163629,2016-11-17 00:00:00,2016-11-21 00:00:00,Standard Class,84.44,6.00,286.09
4078,CA-2014-163671,2016-12-24 00:00:00,2016-12-30 00:00:00,Standard Class,7.99,3.00,21.31
4079,CA-2014-163692,2016-09-07 00:00:00,2016-09-09 00:00:00,First Class,-6.02,3.00,7.86
4080,CA-2014-163818,2016-10-04 00:00:00,2016-10-08 00:00:00,Standard Class,8.59,1.00,19.98
4081,CA-2014-163860,2016-12-28 00:00:00,2017-01-01 00:00:00,Standard Class,-9.72,12.00,125.98
4082,CA-2014-163874,2016-11-10 00:00:00,2016-11-12 00:00:00,Second Class,9.55,3.00,26.35
4083,CA-2014-163902,2016-03-02 00:00:00,2016-03-08 00:00:00,Standard Class,67.55,9.00,676.72
4084,CA-2014-163979,2016-12-28 00:00:00,2017-01-02 00:00:00,Second Class,210.49,4.00,725.84
4085,CA-2014-164000,2016-12-18 00:00:00,2016-12-22 00:00:00,Standard Class,2.34,7.00,18.70
4086,CA-2014-164028,2016-11-24 00:00:00,2016-11-30 00:00:00,Standard Class,87.20,14.00,223.58
4087,CA-2014-164042,2016-05-23 00:00:00,2016-05-27 00:00:00,Standard Class,-59.65,11.00,70.15
4088,CA-2014-164049,2016-11-02 00:00:00,2016-11-06 00:00:00,Standard Class,10.73,5.00,23.85
4089,CA-2014-164098,2016-01-27 00:00:00,2016-01-28 00:00:00,First Class,1.82,2.00,18.16
4090,CA-2014-164112,2016-06-30 00:00:00,2016-07-04 00:00:00,Standard Class,282.21,7.00,1085.42
4091,CA-2014-164168,2016-11-12 00:00:00,2016-11-18 00:00:00,Standard Class,-66.77,16.00,256.36
4092,CA-2014-164329,2016-01-31 00:00:00,2016-01-31 00:00:00,Same Day,6.46,2.00,129.30
4093,CA-2014-164364,2016-11-12 00:00:00,2016-11-16 00:00:00,Standard Class,14.98,8.00,47.10
4094,CA-2014-164378,2016-07-15 00:00:00,2016-07-18 00:00:00,Second Class,107.25,15.00,729.40
4095,CA-2014-164707,2016-02-19 00:00:00,2016-02-22 00:00:00,Second Class,62.41,8.00,287.33
4096,CA-2014-164756,2016-09-18 00:00:00,2016-09-22 00:00:00,Standard Class,349.20,35.00,997.83
4097,CA-2014-164819,2016-10-15 00:00:00,2016-10-19 00:00:00,Second Class,6.00,5.00,13.05
4098,CA-2014-164826,2016-12-28 00:00:00,2017-01-04 00:00:00,Standard Class,56.43,21.00,134.52
4099,CA-2014-164917,2016-12-02 00:00:00,2016-12-07 00:00:00,Standard Class,4.20,5.00,47.96
4100,CA-2014-164959,2016-07-11 00:00:00,2016-07-15 00:00:00,Standard Class,4.07,3.00,8.67
4101,CA-2014-165008,2016-09-15 00:00:00,2016-09-17 00:00:00,Second Class,106.96,9.00,295.06
4102,CA-2014-165029,2016-11-26 00:00:00,2016-11-30 00:00:00,Standard Class,3.72,3.00,12.84
4103,CA-2014-165099,2016-12-11 00:00:00,2016-12-13 00:00:00,First Class,-3.76,2.00,1.39
4104,CA-2014-165155,2016-09-21 00:00:00,2016-09-23 00:00:00,First Class,3.88,1.00,15.51
4105,CA-2014-165204,2016-11-13 00:00:00,2016-11-16 00:00:00,Second Class,-59.67,7.00,728.97
4106,CA-2014-165323,2016-06-17 00:00:00,2016-06-21 00:00:00,Standard Class,1676.31,8.00,3505.84
4107,CA-2014-165386,2016-08-03 00:00:00,2016-08-04 00:00:00,First Class,-36.67,2.00,183.37
4108,CA-2014-165491,2016-03-20 00:00:00,2016-03-24 00:00:00,Standard Class,63.82,7.00,265.93
4109,CA-2014-165603,2016-10-17 00:00:00,2016-10-19 00:00:00,Second Class,15.71,4.00,62.92
4110,CA-2014-165687,2016-11-17 00:00:00,2016-11-23 00:00:00,Standard Class,12.26,2.00,35.04
4111,CA-2014-165715,2016-12-02 00:00:00,2016-12-08 00:00:00,Standard Class,2.46,1.00,32.78
4112,CA-2014-165757,2016-06-22 00:00:00,2016-06-28 00:00:00,Standard Class,-30.79,10.00,50.42
4113,CA-2014-165841,2016-12-21 00:00:00,2016-12-28 00:00:00,Standard Class,179.00,11.00,517.91
4114,CA-2014-165904,2016-04-07 00:00:00,2016-04-11 00:00:00,Standard Class,20.40,4.00,235.44
4115,CA-2014-166093,2016-08-17 00:00:00,2016-08-24 00:00:00,Standard Class,902.07,30.00,3397.73
4116,CA-2014-166128,2016-04-11 00:00:00,2016-04-18 00:00:00,Standard Class,36.23,12.00,241.81
4117,CA-2014-166142,2016-07-15 00:00:00,2016-07-19 00:00:00,Standard Class,-35.77,6.00,336.99
4118,CA-2014-166184,2016-03-24 00:00:00,2016-03-27 00:00:00,First Class,160.70,7.00,724.85
4119,CA-2014-166198,2016-04-21 00:00:00,2016-04-24 00:00:00,First Class,37.61,4.00,174.14
4120,CA-2014-166296,2016-03-13 00:00:00,2016-03-19 00:00:00,Standard Class,150.98,3.00,314.55
4121,CA-2014-166317,2016-09-22 00:00:00,2016-09-26 00:00:00,Standard Class,158.29,21.00,438.01
4122,CA-2014-166415,2016-02-20 00:00:00,2016-02-24 00:00:00,Standard Class,0.22,3.00,11.22
4123,CA-2014-166436,2016-11-24 00:00:00,2016-11-28 00:00:00,Standard Class,176.62,7.00,983.17
4124,CA-2014-166499,2016-03-19 00:00:00,2016-03-20 00:00:00,First Class,2.41,3.00,8.94
4125,CA-2014-166576,2016-05-16 00:00:00,2016-05-18 00:00:00,First Class,-55.26,2.00,221.02
4126,CA-2014-166695,2016-05-20 00:00:00,2016-05-24 00:00:00,Standard Class,-55.22,10.00,868.45
4127,CA-2014-166709,2016-11-17 00:00:00,2016-11-22 00:00:00,Standard Class,5039.99,3.00,10499.97
4128,CA-2014-166835,2016-11-12 00:00:00,2016-11-14 00:00:00,Second Class,-55.26,2.00,221.02
4129,CA-2014-166849,2016-04-20 00:00:00,2016-04-26 00:00:00,Standard Class,-52.17,2.00,44.40
4130,CA-2014-166856,2016-09-18 00:00:00,2016-09-22 00:00:00,Standard Class,11.64,10.00,111.42
4131,CA-2014-166898,2016-09-11 00:00:00,2016-09-13 00:00:00,Second Class,27.33,9.00,163.39
4132,CA-2014-166919,2016-11-23 00:00:00,2016-11-27 00:00:00,Standard Class,19.60,5.00,195.96
4133,CA-2014-166926,2016-12-01 00:00:00,2016-12-08 00:00:00,Standard Class,60.01,9.00,183.82
4134,CA-2014-166933,2016-04-24 00:00:00,2016-04-28 00:00:00,Standard Class,0.65,1.00,1.81
4135,CA-2014-167003,2016-05-23 00:00:00,2016-05-29 00:00:00,Standard Class,-6.42,3.00,171.29
4136,CA-2014-167017,2016-11-23 00:00:00,2016-11-25 00:00:00,First Class,0.17,2.00,4.36
4137,CA-2014-167080,2016-06-10 00:00:00,2016-06-14 00:00:00,Standard Class,4.20,5.00,8.40
4138,CA-2014-167094,2016-10-21 00:00:00,2016-10-22 00:00:00,First Class,56.41,5.00,512.06
4139,CA-2014-167101,2016-03-24 00:00:00,2016-03-28 00:00:00,Second Class,118.22,6.00,247.92
4140,CA-2014-167150,2016-12-10 00:00:00,2016-12-17 00:00:00,Standard Class,30.18,6.00,85.50
4141,CA-2014-167227,2016-11-02 00:00:00,2016-11-05 00:00:00,First Class,26.74,12.00,95.66
4142,CA-2014-167381,2016-09-22 00:00:00,2016-09-24 00:00:00,Second Class,54.44,11.00,269.68
4143,CA-2014-167395,2016-12-02 00:00:00,2016-12-04 00:00:00,First Class,364.68,14.00,1271.17
4144,CA-2014-167542,2016-08-13 00:00:00,2016-08-20 00:00:00,Standard Class,5.92,3.00,17.54
4145,CA-2014-167549,2016-07-25 00:00:00,2016-07-27 00:00:00,First Class,-4.26,6.00,298.12
4146,CA-2014-167626,2016-09-03 00:00:00,2016-09-07 00:00:00,Standard Class,24.76,5.00,109.70
4147,CA-2014-167640,2016-03-06 00:00:00,2016-03-10 00:00:00,Standard Class,177.58,19.00,528.71
4148,CA-2014-167661,2016-10-05 00:00:00,2016-10-10 00:00:00,Standard Class,48.58,11.00,121.82
4149,CA-2014-167668,2016-05-06 00:00:00,2016-05-08 00:00:00,First Class,29.60,4.00,59.20
4150,CA-2014-167703,2016-02-04 00:00:00,2016-02-09 00:00:00,Standard Class,31.51,5.00,290.78
4151,CA-2014-167752,2016-01-16 00:00:00,2016-01-19 00:00:00,First Class,316.54,9.00,1958.54
4152,CA-2014-167871,2016-11-18 00:00:00,2016-11-23 00:00:00,Standard Class,14.87,2.00,47.33
4153,CA-2014-167899,2016-05-21 00:00:00,2016-05-26 00:00:00,Standard Class,78.02,8.00,538.02
4154,CA-2014-167913,2016-07-30 00:00:00,2016-08-03 00:00:00,Second Class,98.50,9.00,356.65
4155,CA-2014-167941,2016-11-06 00:00:00,2016-11-09 00:00:00,Second Class,-1.48,23.00,831.37
4156,CA-2014-167976,2016-11-11 00:00:00,2016-11-14 00:00:00,Second Class,6.63,3.00,25.50
4157,CA-2014-168102,2016-04-24 00:00:00,2016-04-30 00:00:00,Standard Class,-21.29,2.00,113.57
4158,CA-2014-168109,2016-07-03 00:00:00,2016-07-03 00:00:00,Same Day,981.30,13.00,4150.97
4159,CA-2014-168123,2016-03-05 00:00:00,2016-03-05 00:00:00,Same Day,131.89,11.00,375.71
4160,CA-2014-168172,2016-08-06 00:00:00,2016-08-10 00:00:00,Standard Class,21.04,4.00,70.12
4161,CA-2014-168179,2016-11-02 00:00:00,2016-11-07 00:00:00,Standard Class,9.33,3.00,19.44
4162,CA-2014-168193,2016-03-06 00:00:00,2016-03-11 00:00:00,Second Class,28.69,4.00,98.35
4163,CA-2014-168228,2016-04-27 00:00:00,2016-04-29 00:00:00,First Class,51.46,9.00,183.61
4164,CA-2014-168389,2016-12-11 00:00:00,2016-12-17 00:00:00,Standard Class,-447.34,12.00,873.81
4165,CA-2014-168396,2016-08-03 00:00:00,2016-08-08 00:00:00,Second Class,36.00,8.00,175.71
4166,CA-2014-168403,2016-09-09 00:00:00,2016-09-15 00:00:00,Standard Class,12.11,7.00,42.28
4167,CA-2014-168641,2016-11-24 00:00:00,2016-12-01 00:00:00,Standard Class,76.45,15.00,518.87
4168,CA-2014-168655,2016-10-12 00:00:00,2016-10-18 00:00:00,Standard Class,125.15,8.00,674.87
4169,CA-2014-168739,2016-05-29 00:00:00,2016-06-05 00:00:00,Standard Class,-52.34,4.00,65.42
4170,CA-2014-168837,2016-10-14 00:00:00,2016-10-17 00:00:00,First Class,3.69,2.00,9.46
4171,CA-2014-168858,2016-11-19 00:00:00,2016-11-23 00:00:00,Standard Class,634.56,10.00,2521.48
4172,CA-2014-168900,2016-05-04 00:00:00,2016-05-09 00:00:00,Standard Class,-1.93,1.00,2.31
4173,CA-2014-168942,2016-08-01 00:00:00,2016-08-05 00:00:00,Second Class,50.37,3.00,186.54
4174,CA-2014-169005,2016-11-02 00:00:00,2016-11-06 00:00:00,Standard Class,1.45,2.00,5.56
4175,CA-2014-169012,2016-07-10 00:00:00,2016-07-14 00:00:00,Standard Class,10.90,3.00,41.91
4176,CA-2014-169054,2016-04-22 00:00:00,2016-04-26 00:00:00,Standard Class,0.00,3.00,254.35
4177,CA-2014-169124,2016-07-03 00:00:00,2016-07-10 00:00:00,Standard Class,54.34,3.00,129.39
4178,CA-2014-169264,2016-08-14 00:00:00,2016-08-16 00:00:00,Second Class,7.16,8.00,22.44
4179,CA-2014-169285,2016-03-21 00:00:00,2016-03-25 00:00:00,Standard Class,135.98,6.00,283.18
4180,CA-2014-169327,2016-09-02 00:00:00,2016-09-04 00:00:00,Second Class,190.42,15.00,702.52
4181,CA-2014-169362,2016-10-12 00:00:00,2016-10-15 00:00:00,First Class,-1.50,2.00,39.98
4182,CA-2014-169404,2016-04-09 00:00:00,2016-04-14 00:00:00,Standard Class,-5.28,6.00,103.48
4183,CA-2014-169411,2016-12-24 00:00:00,2016-12-29 00:00:00,Standard Class,6.83,1.00,37.93
4184,CA-2014-169439,2016-09-09 00:00:00,2016-09-13 00:00:00,Standard Class,-5.20,7.00,92.03
4185,CA-2014-169474,2016-02-05 00:00:00,2016-02-10 00:00:00,Standard Class,8.49,3.00,32.67
4186,CA-2014-169607,2016-10-12 00:00:00,2016-10-15 00:00:00,First Class,4.68,2.00,9.96
4187,CA-2014-169691,2016-06-15 00:00:00,2016-06-18 00:00:00,First Class,53.82,11.00,146.89
4188,CA-2014-169810,2016-07-25 00:00:00,2016-07-31 00:00:00,Standard Class,9.51,7.00,20.23
4189,CA-2014-169817,2016-09-21 00:00:00,2016-09-25 00:00:00,Standard Class,-1.53,2.00,1.91
4190,CA-2014-169859,2016-12-14 00:00:00,2016-12-18 00:00:00,Standard Class,54.30,22.00,134.91
4191,CA-2014-169894,2016-11-24 00:00:00,2016-11-29 00:00:00,Second Class,-56.78,10.00,436.60
4192,CA-2014-169901,2016-06-15 00:00:00,2016-06-19 00:00:00,Standard Class,4.80,3.00,47.98
4193,CA-2014-169929,2016-09-25 00:00:00,2016-09-28 00:00:00,First Class,10.37,5.00,39.90
4194,CA-2014-169978,2016-12-24 00:00:00,2016-12-28 00:00:00,Standard Class,53.17,5.00,286.14
4195,CA-2014-169999,2016-06-19 00:00:00,2016-06-26 00:00:00,Standard Class,10.22,5.00,140.87
4196,US-2011-100279,2013-03-10 00:00:00,2013-03-14 00:00:00,Standard Class,10.74,2.00,22.38
4197,US-2011-100853,2013-09-14 00:00:00,2013-09-19 00:00:00,Standard Class,-124.57,6.00,72.61
4198,US-2011-102071,2013-05-09 00:00:00,2013-05-15 00:00:00,Standard Class,44.38,7.00,235.77
4199,US-2011-102631,2013-12-13 00:00:00,2013-12-17 00:00:00,Standard Class,-42.49,3.00,94.43
4200,US-2011-102715,2013-04-11 00:00:00,2013-04-13 00:00:00,Second Class,129.55,15.00,737.20
4201,US-2011-103338,2013-03-11 00:00:00,2013-03-15 00:00:00,Standard Class,2.07,3.00,7.98
4202,US-2011-103905,2013-07-14 00:00:00,2013-07-20 00:00:00,Standard Class,-42.57,11.00,68.20
4203,US-2011-104759,2013-03-31 00:00:00,2013-04-04 00:00:00,Standard Class,0.17,9.00,88.12
4204,US-2011-105137,2013-10-10 00:00:00,2013-10-10 00:00:00,Same Day,-84.79,4.00,120.26
4205,US-2011-105151,2013-03-30 00:00:00,2013-03-31 00:00:00,First Class,2.94,5.00,10.50
4206,US-2011-105767,2013-05-23 00:00:00,2013-05-27 00:00:00,Standard Class,-10.36,13.00,79.64
4207,US-2011-106299,2013-08-02 00:00:00,2013-08-08 00:00:00,Standard Class,248.03,9.00,886.28
4208,US-2011-106334,2013-12-27 00:00:00,2014-01-02 00:00:00,Standard Class,28.81,6.00,243.12
4209,US-2011-106992,2013-09-19 00:00:00,2013-09-21 00:00:00,Second Class,-761.99,10.00,5579.94
4210,US-2011-107405,2013-03-21 00:00:00,2013-03-25 00:00:00,Standard Class,-3.86,1.00,16.27
4211,US-2011-107699,2013-05-19 00:00:00,2013-05-23 00:00:00,Standard Class,26.41,9.00,57.42
4212,US-2011-107993,2013-11-25 00:00:00,2013-11-30 00:00:00,Standard Class,8.29,7.00,51.02
4213,US-2011-109036,2013-12-20 00:00:00,2013-12-25 00:00:00,Standard Class,14.90,3.00,31.05
4214,US-2011-109162,2013-06-08 00:00:00,2013-06-12 00:00:00,Standard Class,10.65,3.00,170.35
4215,US-2011-109456,2013-10-16 00:00:00,2013-10-17 00:00:00,Same Day,91.41,6.00,194.32
4216,US-2011-110674,2013-02-12 00:00:00,2013-02-18 00:00:00,Standard Class,-24.29,2.00,129.57
4217,US-2011-111171,2013-12-26 00:00:00,2013-12-31 00:00:00,Standard Class,-14.77,5.00,8.69
4218,US-2011-111353,2013-11-29 00:00:00,2013-12-06 00:00:00,Standard Class,11.78,2.00,25.06
4219,US-2011-112200,2013-11-22 00:00:00,2013-11-28 00:00:00,Standard Class,-16.47,5.00,9.98
4220,US-2011-112564,2013-04-23 00:00:00,2013-04-24 00:00:00,First Class,-1.75,3.00,2.50
4221,US-2011-112795,2013-08-23 00:00:00,2013-08-28 00:00:00,Second Class,9.53,3.00,19.44
4222,US-2011-112872,2013-12-06 00:00:00,2013-12-11 00:00:00,Second Class,-166.13,4.00,328.91
4223,US-2011-112914,2013-09-25 00:00:00,2013-09-30 00:00:00,Standard Class,-89.93,14.00,340.31
4224,US-2011-112949,2013-06-20 00:00:00,2013-06-27 00:00:00,Standard Class,157.42,8.00,475.42
4225,US-2011-112991,2013-12-10 00:00:00,2013-12-14 00:00:00,Standard Class,58.70,11.00,455.63
4226,US-2011-113124,2013-03-30 00:00:00,2013-04-05 00:00:00,Standard Class,6.46,2.00,129.30
4227,US-2011-114188,2013-05-20 00:00:00,2013-05-22 00:00:00,Second Class,81.40,20.00,211.66
4228,US-2011-114377,2013-11-05 00:00:00,2013-11-05 00:00:00,Same Day,40.47,5.00,149.90
4229,US-2011-115189,2013-12-30 00:00:00,2014-01-03 00:00:00,Second Class,-242.44,9.00,775.73
4230,US-2011-115196,2013-09-09 00:00:00,2013-09-13 00:00:00,Standard Class,-572.00,2.00,1299.99
4231,US-2011-115413,2013-08-26 00:00:00,2013-09-01 00:00:00,Standard Class,55.00,6.00,158.61
4232,US-2011-115987,2013-09-08 00:00:00,2013-09-13 00:00:00,Second Class,-79.34,4.00,51.18
4233,US-2011-117058,2013-05-27 00:00:00,2013-05-30 00:00:00,First Class,-30.56,6.00,17.46
4234,US-2011-117135,2013-06-21 00:00:00,2013-06-23 00:00:00,Second Class,98.93,5.00,425.67
4235,US-2011-117163,2013-01-27 00:00:00,2013-02-02 00:00:00,Standard Class,9.68,8.00,426.67
4236,US-2011-117170,2013-09-17 00:00:00,2013-09-24 00:00:00,Standard Class,14.87,3.00,52.61
4237,US-2011-117380,2013-03-28 00:00:00,2013-04-03 00:00:00,Standard Class,-143.25,1.00,330.59
4238,US-2011-117744,2013-12-02 00:00:00,2013-12-06 00:00:00,Standard Class,-47.34,17.00,114.78
4239,US-2011-117968,2013-08-05 00:00:00,2013-08-07 00:00:00,Second Class,318.93,10.00,1217.38
4240,US-2011-118486,2013-04-06 00:00:00,2013-04-08 00:00:00,First Class,-16.40,6.00,281.85
4241,US-2011-118997,2013-04-08 00:00:00,2013-04-12 00:00:00,Standard Class,316.14,8.00,1215.92
4242,US-2011-119081,2013-09-12 00:00:00,2013-09-19 00:00:00,Standard Class,180.43,12.00,787.85
4243,US-2011-119137,2013-07-23 00:00:00,2013-07-27 00:00:00,Standard Class,144.46,24.00,1520.38
4244,US-2011-120145,2013-11-28 00:00:00,2013-12-03 00:00:00,Standard Class,29.45,6.00,64.02
4245,US-2011-120236,2013-09-03 00:00:00,2013-09-04 00:00:00,First Class,-11.52,5.00,7.68
4246,US-2011-120313,2013-10-31 00:00:00,2013-11-02 00:00:00,Second Class,8.28,2.00,73.58
4247,US-2011-120740,2013-04-15 00:00:00,2013-04-15 00:00:00,Same Day,108.00,6.00,294.72
4248,US-2011-121566,2013-06-30 00:00:00,2013-07-06 00:00:00,Standard Class,3.74,4.00,9.29
4249,US-2011-121734,2013-04-11 00:00:00,2013-04-16 00:00:00,Standard Class,3.35,1.00,9.58
4250,US-2011-122021,2013-10-15 00:00:00,2013-10-17 00:00:00,First Class,-4.97,4.00,191.34
4251,US-2011-122959,2013-12-12 00:00:00,2013-12-12 00:00:00,Same Day,-336.63,2.00,210.39
4252,US-2011-123183,2013-11-19 00:00:00,2013-11-25 00:00:00,Standard Class,353.61,21.00,1271.42
4253,US-2011-123519,2013-12-14 00:00:00,2013-12-21 00:00:00,Standard Class,-9.15,3.00,403.11
4254,US-2011-124625,2013-11-03 00:00:00,2013-11-07 00:00:00,Standard Class,18.89,3.00,89.97
4255,US-2011-125521,2013-03-14 00:00:00,2013-03-19 00:00:00,Standard Class,284.98,4.00,1139.92
4256,US-2011-126340,2013-11-08 00:00:00,2013-11-14 00:00:00,Standard Class,25.02,3.00,333.58
4257,US-2011-126571,2013-10-11 00:00:00,2013-10-15 00:00:00,Standard Class,78.55,5.00,483.34
4258,US-2011-127635,2013-09-14 00:00:00,2013-09-18 00:00:00,Second Class,-19.63,13.00,31.41
4259,US-2011-127978,2013-03-03 00:00:00,2013-03-08 00:00:00,Standard Class,-204.75,16.00,362.24
4260,US-2011-128685,2013-04-04 00:00:00,2013-04-05 00:00:00,First Class,2.25,2.00,7.18
4261,US-2011-129609,2013-03-22 00:00:00,2013-03-22 00:00:00,Same Day,6.51,2.00,16.28
4262,US-2011-130358,2013-06-23 00:00:00,2013-06-26 00:00:00,First Class,2.10,10.00,23.12
4263,US-2011-130379,2013-05-25 00:00:00,2013-05-29 00:00:00,Standard Class,-190.51,4.00,104.92
4264,US-2011-131275,2013-03-18 00:00:00,2013-03-24 00:00:00,Standard Class,764.53,13.00,3247.16
4265,US-2011-131870,2013-09-09 00:00:00,2013-09-11 00:00:00,First Class,15.59,15.00,91.49
4266,US-2011-131982,2013-03-07 00:00:00,2013-03-11 00:00:00,Second Class,33.64,2.00,107.65
4267,US-2011-132745,2013-10-01 00:00:00,2013-10-05 00:00:00,Standard Class,0.00,1.00,4.71
4268,US-2011-133130,2013-09-27 00:00:00,2013-10-01 00:00:00,Standard Class,85.46,7.00,685.90
4269,US-2011-133949,2013-12-31 00:00:00,2013-12-31 00:00:00,Same Day,59.49,7.00,475.94
4270,US-2011-134054,2013-10-10 00:00:00,2013-10-10 00:00:00,Same Day,112.57,7.00,255.85
4271,US-2011-134187,2013-11-04 00:00:00,2013-11-11 00:00:00,Standard Class,0.79,1.00,2.94
4272,US-2011-134614,2013-09-20 00:00:00,2013-09-25 00:00:00,Standard Class,-407.68,6.00,617.70
4273,US-2011-134712,2013-11-29 00:00:00,2013-12-04 00:00:00,Standard Class,3.95,2.00,12.62
4274,US-2011-134733,2013-09-23 00:00:00,2013-09-28 00:00:00,Standard Class,52.01,5.00,519.98
4275,US-2011-134971,2013-06-07 00:00:00,2013-06-10 00:00:00,Second Class,-20.56,3.00,12.46
4276,US-2011-135881,2013-05-23 00:00:00,2013-05-27 00:00:00,Standard Class,62.19,8.00,231.16
4277,US-2011-135972,2013-09-21 00:00:00,2013-09-23 00:00:00,Second Class,729.71,5.00,2046.35
4278,US-2011-137155,2013-11-01 00:00:00,2013-11-05 00:00:00,Standard Class,246.95,12.00,733.56
4279,US-2011-137680,2013-02-24 00:00:00,2013-03-02 00:00:00,Standard Class,18.79,7.00,55.67
